-40,989933;91;58
-40,856632;91;58
-1026,519043;1366;1462
-1023,179199;1366;1462
-1882,743896;2625;2699
-1884,955933;2636;2711
-1896,139038;2663;2736
-1888,573853;2662;2734
-1879,656128;2658;2730
-1868,711792;2649;2723
-1840,028198;2610;2690
-1834,005005;2609;2690
-614,994385;722;905
-612,976257;722;905
-17,918785;12;28
-18,495707;12;29
-1721,235596;2645;2708
-1727,395386;2664;2727
-1738,527832;2695;2754
-1733,191162;2697;2755
-1727,854614;2699;2756
-1721,268188;2699;2755
-1714,690063;2700;2754
-1711,222534;2704;2758
-1707,122681;2708;2761
-1700,548828;2708;2760
-1693,982422;2707;2759
-1688,646973;2705;2760
-1683,309814;2704;2761
-1676,148438;2700;2759
-1668,997803;2698;2757
-1659,445068;2691;2751
-1649,920166;2678;2745
-1645,214355;2681;2747
-1640,501465;2684;2749
-1636,970947;2686;2753
-1633,424194;2690;2757
-1626,910278;2689;2756
-1621,577637;2689;2757
-1611,553589;2684;2750
-1602,144409;2678;2744
-1597,996948;2683;2747
-1593,837280;2691;2750
-1590,242432;2696;2754
-1587,205811;2703;2759
-1583,001709;2706;2762
-1578,784790;2709;2765
-1571,141846;2707;2762
-1563,511597;2707;2759
-1559,845825;2710;2763
-1556,162231;2713;2767
-1550,780396;2714;2768
-1545,393555;2714;2769
-1540,001709;2714;2770
-1534,604980;2714;2771
-1523,134766;2702;2761
-1511,156860;2689;2750
-1506,888550;2688;2753
-1502,605957;2688;2756
-1493,965088;2685;2751
-1485,344360;2682;2746
-1481,592529;2687;2750
-1477,822388;2692;2754
-1471,895386;2693;2754
-1465,967163;2695;2754
-1460,037231;2697;2754
-1454,633667;2700;2755
-1448,698364;2702;2755
-1443,285034;2704;2756
-1436,822388;2703;2755
-1431,401001;2705;2756
-1425,973633;2705;2757
-1420,539795;2707;2758
-1406,380371;2694;2742
-914,231812;1374;1790
-910,365601;1374;1790
-324,111053;262;640
-322,727783;262;640
-524,192383;818;1044
-526,433655;826;1053
-842,730164;1614;1693
-840,056763;1617;1695
-876,848999;1702;1777
-870,543274;1696;1772
-862,301392;1694;1763
