-1979,628784;2782;2783
-1974,222412;2778;2788
-937,530090;790;1330
-32,278923;24;46
-92,206177;79;132
-251,719345;333;362
-928,230164;1326;1341
-1269,206055;1825;1842
-1264,096313;1839;1843
-984,529907;1113;1442
-212,042770;158;312
-42,619743;13;63
-92,254684;99;137
-300,288971;361;448
-1034,147339;1380;1550
-1635,687134;2495;2463
-1841,609985;2781;2786
-1830,415894;2779;2782
-1821,231445;2778;2781
-1812,072876;2778;2780
-1803,588379;2778;2780
-1795,122803;2778;2780
-1786,675537;2778;2780
-1778,246338;2778;2780
-1769,198364;2778;2779
-1760,807373;2778;2779
-1752,433105;2778;2779
-1744,703125;2778;2780
-1736,358887;2778;2780
-1727,408691;2778;2779
-1719,098755;2778;2779
-1710,804077;2778;2779
-1703,137085;2778;2780
-1694,259277;2777;2779
-1686,614746;2778;2780
-1677,167358;2776;2778
-1667,144653;2774;2775
-1656,555176;2769;2771
-1646,597534;2766;2768
-1640,813599;2770;2772
-1635,018799;2776;2776
-1628,626831;2778;2779
-1620,479858;2778;2779
-1612,344971;2778;2779
-1604,798584;2779;2780
-1596,683594;2779;2780
-1589,150879;2780;2781
-1581,054932;2780;2781
-1572,969604;2780;2781
-1564,894653;2780;2781
-1556,829956;2780;2781
-1548,775269;2780;2781
-1541,838379;2783;2783
-1533,797241;2782;2783
-1526,862061;2784;2785
-1518,288696;2783;2784
-1510,272217;2784;2784
-1502,264771;2783;2784
-1494,265991;2784;2784
-1486,275635;2784;2784
-1478,824585;2784;2785
-1470,848022;2784;2785
-1463,404297;2785;2786
-1453,873291;2783;2783
-899,871765;1734;1732
-893,380005;1728;1729
-891,020752;1731;1734
-885,571411;1731;1733
-880,640381;1731;1733
-875,713501;1731;1733
-870,790771;1731;1733
-865,872375;1731;1733
-860,957764;1731;1733
-856,047058;1731;1733
-851,140137;1731;1733
-845,748718;1730;1732
-840,852112;1730;1732
-835,476318;1729;1731
-830,589600;1729;1731
-825,229370;1729;1730
-820,826416;1729;1731
-815,478271;1728;1730
-810,607605;1728;1730
-805,274231;1727;1729
-800,412598;1727;1729
-795,093689;1727;1728
-790,240723;1726;1728
-785,390625;1726;1728
-780,543213;1726;1728
-775,249573;1726;1727
-770,856506;1726;1728
-765,573792;1726;1727
-760,739807;1726;1727
-755,908142;1725;1727
-751,078918;1725;1727
-745,820007;1724;1726
-740,998108;1724;1726
-735,752075;1724;1725
-730,937561;1723;1725
-725,704224;1723;1724
-721,314819;1723;1725
-716,506470;1723;1725
-711,700134;1724;1725
-706,895752;1724;1725
-702,093201;1724;1725
-697,292419;1724;1725
-692,493591;1723;1725
-687,297668;1723;1724
-682,900757;1723;1725
-677,713806;1723;1724
-672,924377;1723;1724
-668,136414;1722;1724
-663,349976;1723;1724
-658,565063;1723;1724
-653,781555;1723;1724
-648,999451;1723;1724
-644,218689;1723;1724
-639,439209;1723;1724
-634,661072;1723;1724
-629,884155;1722;1724
-625,108337;1722;1724
-620,333862;1722;1724
-615,560425;1723;1724
-610,787964;1723;1724
-605,665283;1723;1723
-601,246582;1723;1724
-596,477417;1723;1724
-591,709106;1723;1724
-586,601379;1723;1723
-581,837830;1722;1723
-577,075012;1722;1723
-572,645203;1722;1724
-567,881409;1723;1724
-563,118408;1723;1724
-558,356079;1723;1724
-553,594482;1723;1724
-548,833679;1722;1724
-543,757996;1722;1723
-539,001221;1722;1723
-534,245178;1722;1723
-529,489746;1722;1723
-524,734863;1722;1723
-519,980591;1722;1723
-515,226807;1722;1723
-510,473663;1722;1723
-505,720886;1722;1723
-500,968719;1723;1723
-496,216919;1722;1723
-491,465637;1722;1723
-486,997192;1722;1724
-482,243988;1723;1724
-477,491058;1723;1724
-472,738586;1723;1724
-467,986450;1723;1724
-463,234711;1723;1724
-458,749146;1723;1725
-453,995178;1724;1725
-449,241577;1724;1725
-444,230560;1723;1724
-439,480194;1723;1724
-434,730072;1723;1724
-429,980164;1724;1724
-425,230499;1724;1724
-420,725037;1724;1725
-415,973022;1724;1725
-411,221161;1724;1725
-406,233887;1723;1724
-401,718018;1723;1725
-396,736450;1724;1724
-392,215393;1724;1725
-387,464294;1725;1725
-382,935181;1725;1726
-378,181580;1725;1726
-373,428009;1726;1726
-368,674561;1726;1726
-364,132050;1726;1727
-359,167938;1725;1726
-354,414734;1726;1726
-349,661530;1725;1726
-344,908447;1726;1726
-340,155334;1726;1726
-335,596680;1726;1727
-330,840912;1726;1727
-326,085175;1726;1727
-321,329437;1726;1727
-316,573761;1726;1727
-311,818054;1726;1727
-307,062378;1726;1727
-302,306702;1726;1727
-297,723358;1726;1728
-292,795319;1726;1727
-288,039612;1726;1727
-283,119873;1725;1726
-278,528229;1726;1727
-273,613983;1725;1726
-268,860901;1725;1726
-264,107941;1725;1726
-259,354858;1725;1726
-254,601807;1725;1726
-249,993423;1726;1727
-245,237518;1725;1727
-240,481644;1726;1727
-235,725677;1726;1727
-230,969727;1725;1727
-226,213745;1725;1727
-221,457733;1725;1727
-216,701614;1725;1727
-211,945557;1725;1727
-207,069489;1725;1726
-202,316132;1725;1726
-197,562683;1725;1726
-192,809265;1725;1726
-188,055832;1725;1726
-183,408524;1725;1727
-178,548813;1725;1726
-173,896011;1725;1727
-169,041794;1724;1726
-164,288300;1725;1726
-159,534714;1724;1726
-154,781219;1725;1726
-150,027634;1724;1726
-145,274124;1724;1726
-140,520554;1724;1726
-135,767029;1724;1726
-131,013535;1724;1726
-126,260033;1724;1726
-121,506523;1724;1726
-116,753014;1724;1726
-111,999580;1723;1726
-107,246162;1724;1726
-102,492805;1724;1726
-97,739449;1723;1726
-92,986160;1723;1726
-88,232872;1723;1726
-83,479668;1723;1726
-78,726532;1723;1726
-73,973480;1723;1726
-69,220421;1723;1726
-64,467499;1723;1726
-59,714596;1724;1726
-54,961826;1724;1726
-50,209064;1724;1726
-45,456451;1724;1726
-40,703983;1724;1726
-35,951519;1724;1726
-31,199200;1724;1726
-26,431705;1724;1725
-21,694935;1724;1726
-16,942989;1724;1726
-12,191191;1724;1726
-7,439466;1723;1726
-2,687891;1724;1726
2,063536;1724;1726
6,818689;1724;1727
11,565870;1724;1726
16,316853;1723;1726
21,067612;1723;1726
25,818222;1723;1726
30,550972;1722;1725
35,318851;1722;1726
40,069012;1721;1726
44,818882;1721;1726
49,539734;1720;1725
54,317875;1719;1726
59,032925;1716;1725
63,779297;1708;1725
73,271164;1467;1725
78,016792;1450;1725
82,810104;1442;1726
87,507317;1442;1725
92,252205;1442;1725
97,053032;1442;1726
101,800217;1442;1726
106,485390;1442;1725
111,229248;1442;1725
115,972794;1443;1725
120,786186;1443;1726
125,532051;1443;1726
130,277466;1443;1726
135,022736;1443;1726
139,767700;1443;1726
144,512375;1444;1726
149,256729;1444;1726
154,000809;1444;1726
158,836578;1444;1727
163,488083;1445;1726
168,231262;1445;1726
172,873947;1445;1725
177,613647;1445;1725
182,353180;1445;1725
187,092300;1444;1725
191,720032;1445;1724
195,886032;1445;1719
199,090668;1446;1706
203,417908;1446;1703
207,972916;1447;1702
213,021744;1446;1705
218,214417;1447;1709
223,037506;1447;1710
227,333069;1447;1707
231,475784;1447;1703
235,873627;1448;1701
240,825806;1448;1703
175,295639;1448;1216
1,028316;1448;7
368,580017;1448;2463
377,625092;1448;2478
384,114746;1449;2476
391,382172;1449;2479
317,711975;1449;1978
2,613862;1449;16
75,579918;1449;455
57,072273;1449;338
45,129719;1449;263
113,494453;1449;651
65,165916;1449;368
52,328697;1449;291
80,876747;1450;443
182,528458;1450;985
160,030579;1450;851
53,803272;1450;282
114,765251;1450;593
362,715729;1450;1848
369,572815;1451;1857
373,654266;1450;1852
372,800049;1451;1823
369,092407;1450;1781
372,713715;1451;1775
377,578094;1450;1775
382,657684;1450;1776
387,742554;1450;1777
394,600159;1450;1786
406,427856;1450;1817
420,010132;1451;1855
428,988037;1450;1872
435,508087;1451;1878
441,356873;1450;1881
447,459229;1451;1885
454,063660;1450;1891
460,700684;1450;1897
466,388000;1450;1899
472,582947;1451;1903
478,548615;1450;1906
484,276672;1451;1908
490,272308;1451;1911
496,543457;1452;1915
503,622437;1451;1922
509,415955;1451;1924
514,417847;1451;1923
518,333313;1452;1918
522,494446;1452;1914
527,184998;1452;1912
532,421570;1451;1912
537,939331;1452;1913
543,462708;1451;1914
548,131592;1452;1912
552,210754;1452;1908
556,560425;1453;1905
560,008911;1452;1899
563,424683;1453;1893
567,408691;1452;1889
571,370972;1453;1885
574,699768;1453;1879
577,687439;1453;1872
581,570862;1453;1868
587,317139;1453;1870
24,394642;1453;77
314,121338;1453;983
798,967346;1453;2479
807,061829;1454;2483
819,111755;1454;2499
9,331235;1454;28
1023,456055;1454;3046
1030,453125;1454;3042
1038,453857;1455;3041
1046,793701;1455;3041
1054,787964;1454;3040
1062,777710;1454;3039
1070,763062;1454;3038
1078,033936;1455;3035
1084,573364;1455;3030
1088,201172;1455;3017
1090,305176;1455;3000
1091,584717;1455;2981
1092,392578;1455;2961
1092,720459;1455;2940
1092,560059;1455;2918
1092,280151;1455;2896
1092,640747;1455;2876
1092,893188;1455;2856
1093,037354;1456;2836
1094,237671;1456;2819
1099,255371;1456;2812
113,769844;1456;289
108,618889;1456;274
69,455940;1456;174
54,259953;1456;135
148,922180;1456;368
182,123383;1456;447
181,304291;1456;442
312,188232;1456;756
509,654266;1457;1226
587,104187;1456;1403
716,921021;1456;1702
755,961609;1456;1783
785,636108;1456;1841
784,708374;1456;1827
794,511841;1456;1838
798,722473;1455;1836
804,237732;1455;1837
808,879150;1454;1836
813,073975;1454;1834
817,259949;1452;1832
821,436890;1452;1830
825,605042;1448;1828
830,218933;1440;1827
834,372437;1436;1825
838,517395;1435;1823
842,653564;1440;1821
846,781311;1442;1819
850,900635;1442;1817
855,482544;1439;1816
859,587830;1436;1814
863,684814;1433;1812
867,773621;1433;1810
871,854187;1432;1808
875,926758;1432;1806
879,991211;1436;1804
884,047668;1433;1802
888,096130;1428;1800
892,136902;1425;1798
896,169861;1423;1796
900,195007;1422;1794
904,212524;1422;1792
908,222534;1421;1790
912,225159;1420;1788
915,707275;1418;1785
912,986572;1415;1770
639,982239;1413;1234
2,607196;1409;5
503,286072;1412;960
725,783569;1421;1377
715,892151;1422;1351
706,922791;1355;1327
723,527466;1395;1351
747,808899;1396;1389
726,847229;1418;1343
743,711914;1411;1367
768,372803;1412;1405
770,714905;1404;1402
774,701538;1410;1402
775,915283;1408;1397
778,779602;1408;1395
785,003723;1407;1399
786,743103;1405;1395
779,394836;1386;1375
779,912476;1379;1369
782,118042;1376;1366
786,612793;1377;1367
791,696411;1379;1369
796,796448;1381;1371
800,744934;1381;1371
804,111511;1379;1370
806,887939;1377;1368
809,657959;1375;1366
814,208862;1376;1367
819,968140;1379;1370
830,561829;1390;1381
836,390930;1394;1384
841,635986;1397;1386
844,458496;1393;1384
847,275452;1389;1382
850,087036;1386;1380
852,274658;1384;1377
854,451294;1382;1374
857,241943;1378;1372
861,283325;1375;1372
864,700867;1373;1371
866,852600;1370;1368
870,266968;1368;1367
850,018188;1363;1329
874,530579;1349;1361
876,001770;1357;1357
879,402649;1357;1356
883,457153;1356;1356
886,210815;1356;1354
888,961182;1356;1352
891,047424;1354;1349
892,461060;1350;1345
893,859375;1346;1341
895,242737;1342;1337
896,611206;1340;1333
897,964966;1339;1329
898,625122;1338;1324
899,946411;1336;1320
901,253418;1336;1316
902,546021;1335;1312
904,515442;1334;1309
905,782959;1332;1305
907,036804;1331;1301
908,276794;1329;1297
910,206665;1328;1294
910,716431;1326;1289
911,916382;1324;1285
913,103210;1322;1281
914,277161;1320;1277
915,438599;1317;1273
916,587402;1315;1269
